Year,Player,Pos,HT,WT,Team,Selection Type,NBA Draft Status,Nationality
2011,Blake Griffin,PF,6-10,251,Los Angeles Clippers,Western All-Star Fan Vote Selection,2009 Rnd 1 Pick 1,United States
2011,Andrew Bynum,C,7-0,285,Los Angeles Lakers,Western All-Star Fan Vote Selection,2005 Rnd 1 Pick 10,United States
2011,Kevin Love,FC,6-10,251,Minnesota Timberwolves,Western All-Star Coaches Selection,2008 Rnd 1 Pick 5,United States
2011,LaMarcus Aldridge,FC,6-11,240,Portland Trail Blazers,Western All-Star Coaches Selection,2006 Rnd 1 Pick 2,United States
2011,Russell Westbrook,G,6-3,200,Oklahoma City Thunder,Western All-Star Coaches Selection,2008 Rnd 1 Pick 4,United States
2011,Dirk Nowitzki,PF,7-0,245,Dallas Mavericks,Western All-Star Coaches Selection,1998 Rnd 1 Pick 9,Germany
2011,Tony Parker,G,6-2,185,San Antonio Spurs,Western All-Star Coaches Selection,2001 Rnd 1 Pick 28,France
2011,Steve Nash,G,6-3,178,Phoenix Suns,Western All-Star Coaches Selection,1996 Rnd 1 Pick 15,"Canada
South Africa"
2011,Marc Gasol,C,7-1,255,Memphis Grizzlies,Western All-Star Coaches Selection,2007 Rnd 2 Pick 18,Spain
2010,Carmelo Anthony,F,6-8,240,Denver Nuggets,Western All-Star Fan Vote Selection,2003 Rnd 1 Pick 3,United States
2010,Kobe Bryant,SG,6-6,212,Los Angeles Lakers,Western All-Star Fan Vote Selection,1996 Rnd 1 Pick 13,United States
2010,Kevin Durant,SF,6-9,240,Oklahoma City Thunder,Western All-Star Fan Vote Selection,2007 Rnd 1 Pick 2,United States
2010,Chris Paul,PG,6-0,175,New Orleans Hornets,Western All-Star Fan Vote Selection,2005 Rnd 1 Pick 4,United States
2010,Yao Ming,C,7-6,310,Houston Rockets,Western All-Star Fan Vote Selection,2002 Rnd 1 Pick 1,China
2010,Manu Ginobili,SG,6-6,205,San Antonio Spurs,Western All-Star Coaches Selection,1999 Rnd 2 Pick 28,Argentina
2010,Dirk Nowitzki,PF,7-0,245,Dallas Mavericks,Western All-Star Coaches Selection,1998 Rnd 1 Pick 9,Germany
2010,Pau Gasol,FC,7-0,250,Los Angeles Lakers,Western All-Star Coaches Selection,2001 Rnd 1 Pick 3,Spain
2010,Deron Williams,PG,6-3,200,Utah Jazz,Western All-Star Coaches Selection,2005 Rnd 1 Pick 3,United States
2010,Russell Westbrook,G,6-3,200,Oklahoma City Thunder,Western All-Star Coaches Selection,2008 Rnd 1 Pick 4,United States
2010,Blake Griffin,PF,6-10,251,Los Angeles Clippers,Western All-Star Coaches Selection,2009 Rnd 1 Pick 1,United States
2010,Tim Duncan,FC,6-11,250,San Antonio Spurs,Western All-Star Coaches Selection,1997 Rnd 1 Pick 1,United States
2010,Kevin Love,FC,6-10,251,Minnesota Timberwolves,Western All-Star Replacement Selection,2008 Rnd 1 Pick 5,United States
2010,Dwyane Wade,SG,6-4,220,Miami Heat,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 5,United States
2010,Amar'e Stoudemire,FC,6-10,245,New York Knicks,Eastern All-Star Fan Vote Selection,2002 Rnd 1 Pick 9,United States
2010,Dwight Howard,C,6-11,265,Orlando Magic,Eastern All-Star Fan Vote Selection,2004 Rnd 1 Pick 1,United States
2010,LeBron James,F,6-8,250,Miami Heat,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 1,United States
2010,Derrick Rose,PG,6-3,190,Chicago Bulls,Eastern All-Star Fan Vote Selection,2008 Rnd 1 Pick 1,United States
2010,Kevin Garnett,PF,6-11,240,Boston Celtics,Eastern All-Star Coaches Selection,1995 Rnd 1 Pick 5,United States
2010,Paul Pierce,SF,6-7,235,Boston Celtics,Eastern All-Star Coaches Selection,1998 Rnd 1 Pick 10,United States
2010,Rajon Rondo,PG,6-1,186,Boston Celtics,Eastern All-Star Coaches Selection,2006 Rnd 1 Pick 21,United States
2010,Ray Allen,SG,6-5,205,Boston Celtics,Eastern All-Star Coaches Selection,1996 Rnd 1 Pick 5,United States
2010,Al Horford,FC,6-10,245,Atlanta Hawks,Eastern All-Star Coaches Selection,2007 Rnd 1 Pick 3,"Dominican Republic
United States"
2010,Joe Johnson,SG,6-7,240,Atlanta Hawks,Eastern All-Star Coaches Selection,2001 Rnd 1 Pick 10,United States
2010,Chris Bosh,PF,6-11,235,Miami Heat,Eastern All-Star Coaches Selection,2003 Rnd 1 Pick 4,United States
2009,Deron Williams,PG,6-3,200,Utah Jazz,Western All-Star Coaches Selection,2005 Rnd 1 Pick 3,United States
2009,Chris Paul,PG,6-0,175,New Orleans Hornets,Western All-Star Coaches Selection,2005 Rnd 1 Pick 4,United States
2009,Pau Gasol,FC,7-0,250,Los Angeles Lakers,Western All-Star Coaches Selection,2001 Rnd 1 Pick 3,Spain
2009,Kevin Durant,SF,6-9,240,Oklahoma City Thunder,Western All-Star Coaches Selection,2007 Rnd 1 Pick 2,United States
2009,Dirk Nowitzki,PF,7-0,245,Dallas Mavericks,Western All-Star Coaches Selection,1998 Rnd 1 Pick 9,Germany
2009,Zach Randolph,PF,6-9,260,Memphis Grizzlies,Western All-Star Coaches Selection,2001 Rnd 1 Pick 19,United States
2009,Brandon Roy,G,6-6,211,Portland Trail Blazers,Western All-Star Coaches Selection,2006 Rnd 1 Pick 6,United States
2009,Steve Nash,G,6-3,178,Phoenix Suns,Western All-Star Fan Vote Selection,1996 Rnd 1 Pick 15,"Canada
South Africa"
2009,Kobe Bryant,SG,6-6,212,Los Angeles Lakers,Western All-Star Fan Vote Selection,1996 Rnd 1 Pick 13,United States
2009,Amar'e Stoudemire,FC,6-10,245,Phoenix Suns,Western All-Star Fan Vote Selection,2002 Rnd 1 Pick 9,United States
2009,Tim Duncan,FC,6-11,250,San Antonio Spurs,Western All-Star Fan Vote Selection,1997 Rnd 1 Pick 1,United States
2009,Carmelo Anthony,F,6-8,240,Denver Nuggets,Western All-Star Fan Vote Selection,2003 Rnd 1 Pick 3,United States
2009,Chauncey Billups,G,6-3,210,Denver Nuggets,Western All-Star Replacement Selection,1997 Rnd 1 Pick 3,United States
2009,Chris Kaman,C,7-0,265,Los Angeles Clippers,Western All-Star Replacement Selection,2003 Rnd 1 Pick 6,"United States
Germany"
2009,Jason Kidd,PG,6-4,210,Dallas Mavericks,Western All-Star Replacement Selection,1994 Rnd 1 Pick 2,United States
2009,LeBron James,F,6-8,250,Cleveland Cavaliers,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 1,United States
2009,Kevin Garnett,PF,6-11,240,Boston Celtics,Eastern All-Star Fan Vote Selection,1995 Rnd 1 Pick 5,United States
2009,Allen Iverson,G,6-0,165,Philadelphia Sixers,Eastern All-Star Fan Vote Selection,1996 Rnd 1 Pick 1,United States
2009,Dwyane Wade,SG,6-4,220,Miami Heat,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 5,United States
2009,Dwight Howard,C,6-11,265,Orlando Magic,Eastern All-Star Fan Vote Selection,2004 Rnd 1 Pick 1,United States
2009,Rajon Rondo,PG,6-1,186,Boston Celtics,Eastern All-Star Coaches Selection,2006 Rnd 1 Pick 21,United States
2009,Derrick Rose,PG,6-3,190,Chicago Bulls,Eastern All-Star Coaches Selection,2008 Rnd 1 Pick 1,United States
2009,Paul Pierce,SF,6-7,235,Boston Celtics,Eastern All-Star Coaches Selection,1998 Rnd 1 Pick 10,United States
2009,Chris Bosh,PF,6-11,235,Toronto Raptors,Eastern All-Star Coaches Selection,2003 Rnd 1 Pick 4,United States
2009,Gerald Wallace,F,6-7,220,Charlotte Bobcats,Eastern All-Star Coaches Selection,2001 Rnd 1 Pick 25,United States
2009,Joe Johnson,SG,6-7,240,Atlanta Hawks,Eastern All-Star Coaches Selection,2001 Rnd 1 Pick 10,United States
2009,Al Horford,FC,6-10,245,Atlanta Hawks,Eastern All-Star Coaches Selection,2007 Rnd 1 Pick 3,"Dominican Republic
United States"
2009,David Lee,FC,6-9,245,New York Knicks,Eastern All-Star Replacement Selection,2005 Rnd 1 Pick 30,United States
2008,Chauncey Billups,G,6-3,210,Denver Nuggets,Western All-Star Coaches Selection,1997 Rnd 1 Pick 3,United States
2008,Pau Gasol,FC,7-0,250,Los Angeles Lakers,Western All-Star Coaches Selection,2001 Rnd 1 Pick 3,Spain
2008,Dirk Nowitzki,PF,7-0,245,Dallas Mavericks,Western All-Star Coaches Selection,1998 Rnd 1 Pick 9,Germany
2008,Shaquille O'Neal,C,7-1,325,Phoenix Suns,Western All-Star Coaches Selection,1992 Rnd 1 Pick 1,United States
2008,Tony Parker,G,6-2,185,San Antonio Spurs,Western All-Star Coaches Selection,2001 Rnd 1 Pick 28,France
2008,Brandon Roy,G,6-6,211,Portland Trail Blazers,Western All-Star Coaches Selection,2006 Rnd 1 Pick 6,United States
2008,David West,PF,6-9,250,New Orleans Hornets,Western All-Star Coaches Selection,2003 Rnd 1 Pick 18,United States
2008,Kobe Bryant,SG,6-6,212,Los Angeles Lakers,Western All-Star Fan Vote Selection,1996 Rnd 1 Pick 13,United States
2008,Tim Duncan,FC,6-11,250,San Antonio Spurs,Western All-Star Fan Vote Selection,1997 Rnd 1 Pick 1,United States
2008,Chris Paul,PG,6-0,175,New Orleans Hornets,Western All-Star Fan Vote Selection,2005 Rnd 1 Pick 4,United States
2008,Yao Ming,C,7-6,310,Houston Rockets,Western All-Star Fan Vote Selection,2002 Rnd 1 Pick 1,China
2008,Amar'e Stoudemire,FC,6-10,245,Phoenix Suns,Western All-Star Fan Vote Selection,2002 Rnd 1 Pick 9,United States
2008,Kevin Garnett,PF,6-11,240,Boston Celtics,Eastern All-Star Fan Vote Selection,1995 Rnd 1 Pick 5,United States
2008,Dwight Howard,C,6-11,265,Orlando Magic,Eastern All-Star Fan Vote Selection,2004 Rnd 1 Pick 1,United States
2008,Allen Iverson,G,6-0,165,Detroit Pistons,Eastern All-Star Fan Vote Selection,1996 Rnd 1 Pick 1,United States
2008,LeBron James,F,6-8,250,Cleveland Cavaliers,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 1,United States
2008,Dwyane Wade,SG,6-4,220,Miami Heat,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 5,United States
2008,Chris Bosh,PF,6-11,235,Toronto Raptors,Eastern All-Star Coaches Selection,2003 Rnd 1 Pick 4,United States
2008,Danny Granger,GF,6-9,222,Indiana Pacers,Eastern All-Star Coaches Selection,2005 Rnd 1 Pick 17,United States
2008,Devin Harris,G,6-3,185,New Jersey Nets,Eastern All-Star Coaches Selection,2004 Rnd 1 Pick 5,United States
2008,Joe Johnson,SG,6-7,240,Atlanta Hawks,Eastern All-Star Coaches Selection,2001 Rnd 1 Pick 10,United States
2008,Rashard Lewis,F,6-10,235,Orlando Magic,Eastern All-Star Coaches Selection,1998 Rnd 2 Pick 3,United States
2008,Jameer Nelson,G,6-0,190,Orlando Magic,Eastern All-Star Coaches Selection,2004 Rnd 1 Pick 20,United States
2008,Paul Pierce,SF,6-7,235,Boston Celtics,Eastern All-Star Coaches Selection,1998 Rnd 1 Pick 10,United States
2008,Ray Allen,SG,6-5,205,Boston Celtics,Eastern All-Star Replacement Selection,1996 Rnd 1 Pick 5,United States
2008,Mo Williams,G,6-1,198,Cleveland Cavaliers,Eastern All-Star Replacement Selection,2003 Rnd 2 Pick 18,United States
2007,Carlos Boozer,PF,6-9,266,Utah Jazz,Western All-Star Coaches Selection,2002 Rnd 2 Pick 6,"Germany
United States"
2007,Steve Nash,G,6-3,178,Phoenix Suns,Western All-Star Coaches Selection,1996 Rnd 1 Pick 15,"Canada
South Africa"
2007,Dirk Nowitzki,PF,7-0,245,Dallas Mavericks,Western All-Star Coaches Selection,1998 Rnd 1 Pick 9,Germany
2007,Chris Paul,PG,6-0,175,New Orleans Hornets,Western All-Star Coaches Selection,2005 Rnd 1 Pick 4,United States
2007,Brandon Roy,G,6-6,211,Portland Trail Blazers,Western All-Star Coaches Selection,2006 Rnd 1 Pick 6,United States
2007,Amar'e Stoudemire,FC,6-10,245,Phoenix Suns,Western All-Star Coaches Selection,2002 Rnd 1 Pick 9,United States
2007,David West,PF,6-9,250,New Orleans Hornets,Western All-Star Coaches Selection,2003 Rnd 1 Pick 18,United States
2007,Allen Iverson,G,6-0,165,Denver Nuggets,Western All-Star Fan Vote Selection,1996 Rnd 1 Pick 1,United States
2007,Kobe Bryant,SG,6-6,212,Los Angeles Lakers,Western All-Star Fan Vote Selection,1996 Rnd 1 Pick 13,United States
2007,Carmelo Anthony,F,6-8,240,Denver Nuggets,Western All-Star Fan Vote Selection,2003 Rnd 1 Pick 3,United States
2007,Tim Duncan,FC,6-11,250,San Antonio Spurs,Western All-Star Fan Vote Selection,1997 Rnd 1 Pick 1,United States
2007,Yao Ming,C,7-6,310,Houston Rockets,Western All-Star Fan Vote Selection,2002 Rnd 1 Pick 1,China
2007,Jason Kidd,PG,6-4,210,New Jersey Nets,Eastern All-Star Fan Vote Selection,1994 Rnd 1 Pick 2,United States
2007,Dwyane Wade,SG,6-4,220,Miami Heat,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 5,United States
2007,LeBron James,F,6-8,250,Cleveland Cavaliers,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 1,United States
2007,Kevin Garnett,PF,6-11,240,Boston Celtics,Eastern All-Star Fan Vote Selection,1995 Rnd 1 Pick 5,United States
2007,Dwight Howard,C,6-11,265,Orlando Magic,Eastern All-Star Fan Vote Selection,2004 Rnd 1 Pick 1,United States
2007,Chauncey Billups,G,6-3,210,Detroit Pistons,Eastern All-Star Coaches Selection,1997 Rnd 1 Pick 3,United States
2007,Chris Bosh,PF,6-11,235,Toronto Raptors,Eastern All-Star Coaches Selection,2003 Rnd 1 Pick 4,United States
2007,Caron Butler,SF,6-7,228,Washington Wizards,Eastern All-Star Coaches Selection,2002 Rnd 1 Pick 10,United States
2007,Richard Hamilton,SG,6-7,193,Detroit Pistons,Eastern All-Star Coaches Selection,1999 Rnd 1 Pick 7,United States
2007,Antawn Jamison,F,6-9,235,Washington Wizards,Eastern All-Star Coaches Selection,1998 Rnd 1 Pick 4,United States
2007,Joe Johnson,SG,6-7,240,Atlanta Hawks,Eastern All-Star Coaches Selection,2001 Rnd 1 Pick 10,United States
2007,Paul Pierce,SF,6-7,235,Boston Celtics,Eastern All-Star Coaches Selection,1998 Rnd 1 Pick 10,United States
2007,Ray Allen,SG,6-5,205,Boston Celtics,Eastern All-Star Replacement Selection,1996 Rnd 1 Pick 5,United States
2007,Rasheed Wallace,FC,6-11,230,Detroit Pistons,Eastern All-Star Replacement Selection,1995 Rnd 1 Pick 4,United States
2006,Kobe Bryant,SG,6-6,212,Los Angeles Lakers,Western All-Star Fan Vote Selection,1996 Rnd 1 Pick 13,United States
2006,Tracy McGrady,GF,6-8,210,Houston Rockets,Western All-Star Fan Vote Selection,1997 Rnd 1 Pick 9,United States
2006,Kevin Garnett,PF,6-11,240,Minnesota Timberwolves,Western All-Star Fan Vote Selection,1995 Rnd 1 Pick 5,United States
2006,Tim Duncan,FC,6-11,250,San Antonio Spurs,Western All-Star Fan Vote Selection,1997 Rnd 1 Pick 1,United States
2006,Yao Ming,C,7-6,310,Houston Rockets,Western All-Star Fan Vote Selection,2002 Rnd 1 Pick 1,China
2006,Steve Nash,G,6-3,178,Phoenix Suns,Western All-Star Coaches Selection,1996 Rnd 1 Pick 15,"Canada
South Africa"
2006,Amar'e Stoudemire,FC,6-10,245,Phoenix Suns,Western All-Star Coaches Selection,2002 Rnd 1 Pick 9,United States
2006,Carlos Boozer,PF,6-9,266,Utah Jazz,Western All-Star Coaches Selection,2002 Rnd 2 Pick 6,"Germany
United States"
2006,Tony Parker,G,6-2,185,San Antonio Spurs,Western All-Star Coaches Selection,2001 Rnd 1 Pick 28,France
2006,Allen Iverson,G,6-0,165,Denver Nuggets,Western All-Star Coaches Selection,1996 Rnd 1 Pick 1,United States
2006,Shawn Marion,F,6-7,228,Phoenix Suns,Western All-Star Coaches Selection,1999 Rnd 1 Pick 9,United States
2006,Dirk Nowitzki,PF,7-0,245,Dallas Mavericks,Western All-Star Coaches Selection,1998 Rnd 1 Pick 9,Germany
2006,Ray Allen,SG,6-5,205,Seattle SuperSonics,Western All-Star Replacement Selection,1996 Rnd 1 Pick 5,United States
2006,Carmelo Anthony,F,6-8,240,Denver Nuggets,Western All-Star Replacement Selection,2003 Rnd 1 Pick 3,United States
2006,Josh Howard,GF,6-7,210,Dallas Mavericks,Western All-Star Replacement Selection,2003 Rnd 1 Pick 29,United States
2006,Mehmet Okur,FC,6-11,249,Utah Jazz,Western All-Star Replacement Selection,2001 Rnd 2 Pick 9,Turkey
2006,Gilbert Arenas,G,6-3,191,Washington Wizards,Eastern All-Star Fan Vote Selection,2001 Rnd 2 Pick 2,United States
2006,Dwyane Wade,SG,6-4,220,Miami Heat,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 5,United States
2006,LeBron James,F,6-8,250,Cleveland Cavaliers,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 1,United States
2006,Chris Bosh,PF,6-11,235,Toronto Raptors,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 4,United States
2006,Shaquille O'Neal,C,7-1,325,Miami Heat,Eastern All-Star Fan Vote Selection,1992 Rnd 1 Pick 1,United States
2006,Chauncey Billups,G,6-3,210,Detroit Pistons,Eastern All-Star Coaches Selection,1997 Rnd 1 Pick 3,United States
2006,Caron Butler,SF,6-7,228,Washington Wizards,Eastern All-Star Coaches Selection,2002 Rnd 1 Pick 10,United States
2006,Vince Carter,SF,6-6,220,New Jersey Nets,Eastern All-Star Coaches Selection,1998 Rnd 1 Pick 5,United States
2006,Richard Hamilton,SG,6-7,193,Detroit Pistons,Eastern All-Star Coaches Selection,1999 Rnd 1 Pick 7,United States
2006,Dwight Howard,C,6-11,265,Orlando Magic,Eastern All-Star Coaches Selection,2004 Rnd 1 Pick 1,United States
2006,Jason Kidd,PG,6-4,210,New Jersey Nets,Eastern All-Star Coaches Selection,1994 Rnd 1 Pick 2,United States
2006,Jermaine O'Neal,FC,6-11,235,Indiana Pacers,Eastern All-Star Coaches Selection,1996 Rnd 1 Pick 17,United States
2006,Joe Johnson,SG,6-7,240,Atlanta Hawks,Eastern All-Star Replacement Selection,2001 Rnd 1 Pick 10,United States
2005,Steve Nash,G,6-3,178,Phoenix Suns,Western All-Star Fan Vote Selection,1996 Rnd 1 Pick 15,"Canada
South Africa"
2005,Kobe Bryant,SG,6-6,212,Los Angeles Lakers,Western All-Star Fan Vote Selection,1996 Rnd 1 Pick 13,United States
2005,Tracy McGrady,GF,6-8,210,Houston Rockets,Western All-Star Fan Vote Selection,1997 Rnd 1 Pick 9,United States
2005,Tim Duncan,FC,6-11,250,San Antonio Spurs,Western All-Star Fan Vote Selection,1997 Rnd 1 Pick 1,United States
2005,Yao Ming,C,7-6,310,Houston Rockets,Western All-Star Fan Vote Selection,2002 Rnd 1 Pick 1,China
