Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Duncan Robinson,SF,26,MIA,28,28,33.3,4.0,9.7,.415,3.3,8.4,.389,0.8,1.4,.579,.583,1.3,1.5,.854,0.0,3.8,3.8,1.5,0.4,0.3,1.5,2.3,12.6
Glenn Robinson III,SF,27,SAC,22,1,15.7,1.8,4.2,.430,0.7,2.0,.372,1.1,2.3,.480,.516,1.0,1.0,.913,0.3,1.3,1.6,0.9,0.1,0.1,0.5,1.0,5.3
Jerome Robinson,SG,23,WAS,13,3,17.0,1.7,5.2,.328,0.7,2.4,.290,1.0,2.8,.361,.396,1.2,1.3,.882,0.2,2.4,2.5,1.4,0.5,0.2,0.8,1.6,5.2
Mitchell Robinson,C,22,NYK,27,27,28.8,3.8,5.8,.660,0.0,0.0,0,3.8,5.8,.660,.660,0.8,1.7,.478,3.6,4.8,8.4,0.5,1.2,1.5,0.8,2.9,8.4
Isaiah Roby,PF,22,OKC,22,9,20.2,3.4,6.2,.540,0.5,1.6,.314,2.9,4.6,.618,.580,1.3,1.9,.690,1.6,3.5,5.2,1.5,0.7,0.6,1.0,2.5,8.5
Rajon Rondo,PG,34,ATL,14,2,15.3,1.4,3.9,.345,0.6,1.9,.308,0.8,2.1,.379,.418,0.1,0.1,.500,0.3,2.0,2.3,3.9,0.6,0.1,1.4,0.9,3.4
Derrick Rose,PG,32,TOT,20,0,22.3,5.0,11.7,.427,0.8,2.4,.333,4.2,9.3,.452,.462,2.7,3.2,.841,0.4,1.8,2.2,4.0,1.2,0.4,1.9,1.1,13.5
Derrick Rose,PG,32,DET,15,0,22.8,5.3,12.3,.429,0.9,2.6,.333,4.4,9.7,.455,.465,2.8,3.3,.840,0.4,1.5,1.9,4.2,1.2,0.3,1.9,1.1,14.2
Derrick Rose,G,32,NYK,5,0,20.6,4.2,10.0,.420,0.6,1.8,.333,3.6,8.2,.439,.450,2.2,2.6,.846,0.2,2.6,2.8,3.4,1.0,0.6,1.6,0.8,11.2
Terrence Ross,SG,29,ORL,28,1,28.8,5.5,13.3,.414,2.0,5.7,.346,3.5,7.6,.465,.488,2.4,2.6,.892,0.3,2.9,3.2,2.1,1.0,0.5,1.8,2.0,15.3
Terry Rozier,SG,26,CHO,26,26,33.3,7.5,15.2,.490,3.4,7.7,.445,4.0,7.5,.536,.602,2.2,2.8,.795,0.6,3.5,4.1,3.0,1.3,0.5,1.7,2.0,20.6
Ricky Rubio,PG,30,MIN,27,12,25.1,2.5,6.7,.370,0.6,2.1,.276,1.9,4.6,.415,.414,1.6,2.0,.830,0.4,3.0,3.4,6.5,1.3,0.0,2.1,2.2,7.2
D'Angelo Russell,PG,24,MIN,20,19,29.2,7.0,16.3,.426,3.0,7.4,.399,4.0,8.9,.449,.517,2.4,3.2,.750,0.5,2.2,2.6,5.1,1.1,0.5,2.7,2.0,19.3
Domantas Sabonis,PF,24,IND,29,29,36.4,8.2,15.5,.528,1.0,2.8,.358,7.2,12.7,.565,.560,4.1,5.8,.710,2.8,8.8,11.6,5.7,1.0,0.7,3.4,3.6,21.5
Luka Šamanić,PF,21,SAS,4,0,2.8,0.5,1.5,.333,0.5,0.8,.667,0.0,0.8,.000,.500,0.3,0.5,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8
JaKarr Sampson,PF,27,IND,13,0,6.0,0.8,1.9,.440,0.0,0.2,.000,0.8,1.7,.500,.440,0.6,0.8,.800,0.5,1.5,2.0,0.0,0.1,0.2,0.2,0.7,2.3
Dario Šarić,PF,26,PHO,10,0,18.1,3.5,8.0,.438,1.1,3.5,.314,2.4,4.5,.533,.506,2.3,2.4,.958,0.7,3.3,4.0,1.2,1.0,0.2,1.4,2.0,10.4
Tomáš Satoranský,SG,29,CHI,16,0,20.0,2.3,4.6,.493,0.7,1.6,.440,1.6,3.0,.521,.568,1.2,1.3,.905,0.3,2.4,2.7,4.9,0.6,0.2,1.5,1.3,6.4
Dennis Schröder,SG,27,LAL,29,29,31.1,5.1,11.5,.441,1.0,3.1,.311,4.1,8.4,.490,.483,3.1,3.8,.820,0.6,3.0,3.6,4.3,0.9,0.2,2.2,2.7,14.2
Mike Scott,PF,32,PHI,11,3,17.5,1.5,4.4,.333,1.0,3.5,.289,0.5,0.9,.500,.448,0.2,0.3,.667,0.4,2.3,2.6,0.1,0.3,0.2,0.5,1.4,4.1
Collin Sexton,SG,22,CLE,24,24,35.3,8.4,17.4,.484,1.5,3.6,.407,7.0,13.8,.505,.526,4.5,5.5,.805,0.8,1.8,2.5,4.3,1.1,0.2,2.5,2.9,22.8
Landry Shamet,SG,23,BRK,26,0,19.0,2.3,6.2,.377,1.6,4.5,.347,0.8,1.7,.455,.503,1.1,1.3,.879,0.2,1.3,1.5,1.3,0.5,0.2,0.8,1.3,7.4
Pascal Siakam,PF,26,TOR,25,25,35.8,7.6,16.8,.455,1.2,4.2,.298,6.4,12.6,.506,.492,4.1,5.1,.797,2.2,5.6,7.8,4.5,1.2,0.6,2.2,3.1,20.6
Chris Silva,PF,24,MIA,6,0,8.8,1.0,1.5,.667,0.2,0.2,1.000,0.8,1.3,.625,.722,1.7,2.0,.833,1.2,1.8,3.0,1.0,0.2,0.3,1.3,2.3,3.8
Ben Simmons,PG,24,PHI,25,25,33.4,5.8,10.4,.562,0.0,0.2,.167,5.8,10.2,.571,.563,3.5,5.3,.667,1.6,6.7,8.3,8.0,1.7,0.8,3.4,3.2,15.2
Anfernee Simons,SG,21,POR,25,0,17.9,3.0,7.4,.413,2.2,5.2,.420,0.8,2.1,.396,.563,0.8,0.9,.826,0.2,2.1,2.3,1.2,0.2,0.2,0.8,1.7,9.0
Deividas Sirvydis,SG,20,DET,4,0,1.3,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,0,.000,0.0,0.0,0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
Marcus Smart,PG,26,BOS,17,17,32.3,4.4,11.1,.394,1.6,5.3,.311,2.7,5.8,.469,.468,2.7,3.6,.742,0.4,2.4,2.8,6.1,1.8,0.5,1.8,2.3,13.1
Dennis Smith Jr.,PG,23,TOT,7,0,12.1,1.6,4.7,.333,0.3,1.7,.167,1.3,3.0,.429,.364,1.1,1.4,.800,0.3,0.9,1.1,1.6,0.4,0.1,0.7,0.7,4.6
Dennis Smith Jr.,PG,23,NYK,3,0,9.3,0.7,3.3,.200,0.0,1.3,.000,0.7,2.0,.333,.200,1.7,2.0,.833,0.0,0.7,0.7,1.0,1.0,0.0,0.3,1.3,3.0
Dennis Smith Jr.,G,23,DET,4,0,14.3,2.3,5.8,.391,0.5,2.0,.250,1.8,3.8,.467,.435,0.8,1.0,.750,0.5,1.0,1.5,2.0,0.0,0.3,1.0,0.3,5.8
Ish Smith,PG,32,WAS,19,1,20.6,2.3,6.1,.379,0.3,1.1,.250,2.1,5.1,.406,.401,0.3,0.8,.400,0.5,2.9,3.5,4.7,0.8,0.2,1.0,0.9,5.2
Jalen Smith,PF,20,PHO,8,0,6.3,0.8,2.1,.353,0.3,0.9,.286,0.5,1.3,.400,.412,0.0,0.3,.000,0.6,0.6,1.3,0.3,0.0,0.3,0.1,0.4,1.8
Tony Snell,SG,29,ATL,15,0,12.9,1.1,2.7,.400,0.9,1.9,.483,0.1,0.7,.182,.575,0.0,0.0,0,0.4,1.2,1.6,0.9,0.1,0.1,0.4,0.9,3.1
Ray Spalding,F,23,HOU,2,0,9.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,1.0,.000,1.0,1.0,2.0,0.0,0.0,1.0,1.5,1.5,2.0
Cassius Stanley,SG,21,IND,8,0,2.9,0.3,0.9,.286,0.1,0.3,.500,0.1,0.6,.200,.357,0.5,0.6,.800,0.3,0.1,0.4,0.0,0.0,0.3,0.1,0.9,1.1
Lamar Stevens,PF,23,CLE,18,0,14.7,1.7,4.3,.403,0.1,0.8,.133,1.6,3.4,.468,.416,1.0,1.5,.667,0.4,2.2,2.6,1.1,0.4,0.3,0.4,1.2,4.6
Isaiah Stewart,C,19,DET,26,2,17.9,2.2,4.2,.523,0.0,0.2,.250,2.2,4.0,.533,.528,0.8,1.2,.700,2.5,2.9,5.4,0.7,0.5,0.9,0.8,2.7,5.2
Max Strus,SF,24,MIA,16,0,14.7,2.6,4.9,.519,1.7,4.0,.422,0.9,0.9,.933,.690,0.4,0.6,.778,0.1,1.0,1.1,0.5,0.1,0.0,0.2,1.2,7.3
Edmond Sumner,SG,25,IND,16,4,9.4,1.5,3.0,.500,0.3,1.0,.313,1.2,2.0,.594,.552,0.6,0.9,.643,0.4,0.9,1.3,0.5,0.5,0.1,0.6,1.1,3.9
Jae'Sean Tate,SF,25,HOU,28,18,27.3,4.0,7.3,.549,0.7,2.1,.328,3.3,5.2,.637,.596,1.2,1.6,.717,1.6,3.4,5.1,1.8,0.9,0.6,1.2,3.0,9.9
Jayson Tatum,SF,22,BOS,23,23,35.2,9.3,20.8,.449,2.7,7.0,.389,6.6,13.8,.479,.515,4.4,5.0,.886,0.6,6.4,7.0,4.7,1.3,0.4,2.4,1.9,25.8
Jeff Teague,PG,32,BOS,23,3,17.3,1.8,5.7,.323,0.7,1.7,.421,1.1,4.0,.283,.385,1.2,1.3,.900,0.3,1.3,1.6,2.0,0.9,0.1,1.1,1.0,5.5
Garrett Temple,SG,34,CHI,26,5,27.5,3.2,7.6,.426,1.5,4.3,.360,1.7,3.3,.512,.528,0.8,1.0,.815,0.5,2.6,3.1,2.0,1.1,0.5,1.0,2.4,8.8
Tyrell Terry,PG,20,DAL,11,0,5.1,0.5,1.5,.313,0.0,0.6,.000,0.5,0.8,.556,.313,0.1,0.3,.333,0.0,0.5,0.5,0.5,0.5,0.0,0.2,0.2,1.0
Daniel Theis,C,28,BOS,26,21,24.0,3.7,6.5,.571,0.9,2.2,.397,2.8,4.2,.664,.640,1.1,1.6,.683,1.3,3.8,5.1,1.4,0.6,1.0,1.0,2.8,9.3
Brodric Thomas,SG,24,HOU,4,0,6.0,0.5,1.8,.286,0.3,1.5,.167,0.3,0.3,1.000,.357,1.3,1.8,.714,0.3,0.8,1.0,1.0,0.3,0.3,1.0,1.3,2.5
Matt Thomas,SG,26,TOR,14,0,6.0,0.8,2.0,.393,0.6,1.5,.429,0.1,0.5,.286,.554,0.3,0.3,1.000,0.1,0.6,0.6,0.4,0.1,0.0,0.3,0.4,2.5
Tristan Thompson,PF,29,BOS,26,21,22.5,2.8,5.6,.507,0.0,0.1,.000,2.8,5.5,.514,.507,1.3,2.1,.611,2.9,5.4,8.3,0.8,0.3,0.3,0.9,2.2,7.0
Sindarius Thornwell,SG,26,NOP,10,1,5.1,0.5,1.2,.417,0.3,0.6,.500,0.2,0.6,.333,.542,0.0,0.2,.000,0.1,0.2,0.3,0.2,0.4,0.0,0.1,0.3,1.3
Matisse Thybulle,SG,23,PHI,26,1,17.7,1.2,3.2,.386,0.6,2.0,.288,0.7,1.2,.548,.476,0.2,0.5,.500,0.3,1.0,1.3,0.8,1.6,0.8,0.3,2.0,3.3
Xavier Tillman Sr.,PF,22,MEM,19,6,21.2,3.4,6.3,.546,0.5,1.3,.375,2.9,5.0,.589,.584,0.6,0.8,.750,1.4,3.1,4.5,1.6,1.0,0.6,0.9,2.5,7.9
Obi Toppin,PF,22,NYK,20,0,12.0,2.0,4.2,.482,0.6,1.9,.297,1.5,2.3,.630,.548,0.4,0.5,.700,0.3,2.2,2.4,0.5,0.2,0.5,0.5,0.9,4.9
Juan Toscano-Anderson,SG,27,GSW,16,10,21.8,2.6,4.7,.560,0.7,1.6,.423,1.9,3.1,.633,.633,0.6,0.9,.714,0.8,4.0,4.8,2.3,0.6,0.7,1.1,2.3,6.6
Karl-Anthony Towns,C,25,MIN,9,9,33.1,7.7,15.1,.507,2.0,4.7,.429,5.7,10.4,.543,.574,4.4,4.8,.930,3.1,7.4,10.6,3.3,1.0,1.9,2.8,3.3,21.8
Gary Trent Jr.,SG,22,POR,26,13,30.2,5.5,12.5,.440,3.2,7.2,.447,2.3,5.3,.431,.569,1.1,1.4,.784,0.5,1.6,2.1,1.4,0.7,0.2,0.7,1.5,15.3
P.J. Tucker,PF,35,HOU,26,26,30.0,1.6,4.3,.375,0.9,2.8,.329,0.7,1.5,.462,.482,0.5,0.7,.824,1.0,3.6,4.6,1.4,0.8,0.5,1.0,3.0,4.7
Myles Turner,C,24,IND,27,27,31.2,4.7,9.4,.498,1.4,4.4,.325,3.2,4.9,.654,.575,2.4,3.1,.776,1.3,5.3,6.6,1.0,1.1,3.5,1.4,3.6,13.2
Jonas Valančiūnas,C,28,MEM,19,18,27.5,6.5,11.2,.585,0.4,1.1,.381,6.1,10.1,.607,.604,3.1,4.1,.753,3.2,7.6,10.8,2.1,0.6,0.8,2.2,3.3,16.5
Denzel Valentine,SG,27,CHI,23,3,20.1,3.2,8.2,.388,1.9,5.0,.377,1.3,3.2,.405,.503,0.3,0.3,1.000,0.3,3.6,3.9,1.8,0.7,0.0,0.6,1.3,8.5
Jarred Vanderbilt,PF,21,MIN,27,10,19.1,2.5,4.2,.602,0.0,0.1,.500,2.5,4.1,.604,.606,1.0,1.9,.510,1.9,4.1,6.0,1.7,1.1,0.7,0.9,2.2,6.0
Fred VanVleet,SG,26,TOR,28,28,36.4,6.9,16.6,.417,3.3,8.7,.377,3.6,7.9,.462,.516,3.3,3.6,.892,0.7,3.5,4.2,6.6,1.7,0.7,2.1,2.3,20.4
Devin Vassell,SF,20,SAS,26,1,17.3,1.9,4.8,.397,1.0,2.4,.397,1.0,2.4,.397,.496,0.7,0.8,.857,0.6,2.6,3.2,1.1,1.1,0.3,0.5,1.2,5.5
Gabe Vincent,PG,24,MIA,18,5,16.2,2.3,6.4,.353,0.9,3.9,.239,1.3,2.5,.533,.427,0.8,0.9,.882,0.2,1.0,1.2,1.5,0.4,0.1,1.0,2.0,6.3
Noah Vonleh,F,25,BRK,3,0,2.7,0.0,0.7,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.0,0.0,0,0.0,0.3,0.3,0.3,0.0,0.0,0.7,0.7,0.0
Nikola Vučević,C,30,ORL,29,29,33.6,9.3,19.6,.476,2.6,6.2,.414,6.8,13.4,.505,.542,2.1,2.6,.816,2.1,9.5,11.6,3.4,1.1,0.6,1.7,1.7,23.4
Dean Wade,PF,24,CLE,23,0,8.3,0.7,2.1,.347,0.5,1.4,.333,0.3,0.7,.375,.459,0.2,0.2,.800,0.3,0.9,1.3,0.4,0.2,0.1,0.4,0.7,2.1
Moritz Wagner,C,23,WAS,14,3,13.6,2.3,3.9,.593,0.4,1.3,.333,1.9,2.6,.722,.648,1.1,1.8,.640,0.4,2.6,3.1,0.9,0.6,0.3,0.6,2.6,6.1
Kemba Walker,PG,30,BOS,13,13,28.0,5.5,15.0,.364,2.6,7.3,.358,2.8,7.7,.370,.451,2.8,3.2,.902,0.5,3.2,3.7,4.0,1.1,0.2,2.2,1.3,16.4
Lonnie Walker,SG,22,SAS,25,22,26.6,4.0,10.0,.406,1.6,4.4,.355,2.5,5.6,.446,.484,1.1,1.4,.800,0.2,2.7,2.9,1.7,0.5,0.4,1.0,2.1,10.8
John Wall,PG,30,HOU,19,19,31.1,7.4,16.8,.441,2.1,5.8,.351,5.4,11.0,.488,.502,3.5,4.7,.744,0.5,3.2,3.7,6.3,1.0,0.7,3.5,1.4,20.4
Brad Wanamaker,PG,31,GSW,29,0,16.0,1.3,4.0,.336,0.3,1.6,.222,1.0,2.4,.408,.379,1.3,1.5,.884,0.2,1.6,1.8,2.7,0.8,0.1,0.8,1.4,4.3
T.J. Warren,SF,27,IND,4,4,29.3,6.8,12.8,.529,0.0,1.8,.000,6.8,11.0,.614,.529,2.0,2.5,.800,0.5,3.0,3.5,1.3,0.5,0.0,1.0,4.0,15.5
P.J. Washington,PF,22,CHO,24,24,28.8,4.0,9.6,.420,1.1,3.3,.329,3.0,6.3,.467,.476,2.0,2.7,.738,1.7,4.9,6.5,3.0,0.9,1.3,2.0,2.7,11.2
Yuta Watanabe,SF,26,TOR,18,0,12.4,1.0,2.8,.353,0.7,1.6,.429,0.3,1.3,.261,.471,0.4,0.4,1.000,0.9,2.4,3.3,0.4,0.5,0.6,0.4,1.1,3.1
Tremont Waters,PG,23,BOS,9,1,10.0,0.7,3.0,.222,0.3,1.3,.250,0.3,1.7,.200,.278,0.8,0.9,.875,0.2,0.7,0.9,2.8,0.6,0.0,1.4,0.7,2.4
Paul Watson,SF,26,TOR,13,0,3.2,0.7,1.1,.643,0.6,0.8,.727,0.1,0.2,.333,.929,0.0,0.0,0,0.1,0.6,0.7,0.2,0.0,0.2,0.1,0.5,2.0
Quinndary Weatherspoon,SG,24,SAS,5,0,4.8,0.2,1.0,.200,0.0,0.2,.000,0.2,0.8,.250,.200,0.4,0.4,1.000,0.0,0.4,0.4,0.6,0.2,0.0,1.2,1.4,0.8
Russell Westbrook,PG,32,WAS,19,19,33.2,7.3,17.9,.406,1.2,4.1,.295,6.1,13.8,.439,.440,3.2,5.1,.619,1.8,7.6,9.4,9.5,0.8,0.4,4.9,2.8,18.9
Coby White,PG,20,CHI,27,27,33.5,5.6,13.8,.403,2.4,6.8,.350,3.2,7.0,.455,.489,1.9,2.2,.867,0.3,4.4,4.7,5.4,0.4,0.1,2.4,2.4,15.4
Derrick White,SG,26,SAS,8,4,23.6,4.3,10.8,.395,1.9,5.5,.341,2.4,5.3,.452,.483,1.4,1.9,.733,0.1,1.6,1.8,3.9,1.0,1.0,0.9,2.3,11.8
Hassan Whiteside,C,31,SAC,20,0,14.8,3.5,5.7,.619,0.0,0.1,.000,3.5,5.6,.625,.619,1.4,2.6,.529,1.6,4.1,5.7,0.5,0.3,1.4,1.0,1.8,8.4
Andrew Wiggins,PF,25,GSW,29,29,32.2,6.7,14.4,.468,1.9,5.2,.373,4.8,9.2,.521,.535,2.3,3.4,.670,1.0,3.7,4.8,2.1,0.7,1.3,1.8,2.4,17.7
Grant Williams,PF,22,BOS,24,6,19.3,1.9,4.3,.451,0.9,2.2,.415,1.0,2.0,.490,.559,0.6,1.2,.517,1.0,2.0,3.0,1.0,0.5,0.4,1.0,3.0,5.4
Kenrich Williams,PF,26,OKC,28,6,18.3,2.3,4.3,.537,0.5,1.2,.441,1.8,3.1,.575,.599,0.4,0.7,.632,1.4,2.5,3.9,1.7,0.8,0.2,0.9,1.7,5.6
Lou Williams,PG,34,LAC,28,3,22.4,4.4,10.4,.423,1.1,2.8,.380,3.3,7.6,.439,.474,2.5,2.9,.854,0.4,2.0,2.4,3.9,0.8,0.1,1.5,1.0,12.4
Patrick Williams,PF,19,CHI,26,26,27.7,3.7,8.1,.455,0.9,2.2,.397,2.8,5.9,.477,.509,1.8,2.3,.797,0.9,3.7,4.6,1.1,0.7,0.7,1.5,2.3,10.1
Robert Williams,C,23,BOS,21,0,15.1,2.7,3.7,.727,0.0,0.0,.000,2.7,3.6,.737,.727,0.8,1.1,.667,2.2,3.1,5.3,0.8,1.0,1.1,1.0,1.6,6.1
Zion Williamson,PF,20,NOP,27,27,32.6,9.6,15.6,.618,0.2,0.6,.375,9.4,15.0,.627,.625,5.6,7.7,.718,2.4,4.4,6.8,3.1,1.0,0.7,2.3,2.6,25.0
D.J. Wilson,PF,24,MIL,10,0,9.4,1.4,3.7,.378,0.8,2.3,.348,0.6,1.4,.429,.486,0.1,0.2,.500,0.3,1.9,2.2,0.3,0.1,0.3,0.4,1.2,3.7
Dylan Windler,SF,24,CLE,15,0,17.5,2.1,4.3,.477,0.9,2.8,.310,1.2,1.5,.783,.577,1.0,1.1,.882,0.7,3.0,3.7,1.2,0.6,0.5,1.0,1.3,6.0
Cassius Winston,PG,22,WAS,6,0,7.3,0.7,1.7,.400,0.5,1.2,.429,0.2,0.5,.333,.550,0.3,0.3,1.000,0.0,0.7,0.7,1.0,0.0,0.2,0.2,0.7,2.2
James Wiseman,C,19,GSW,20,16,21.0,4.9,9.8,.503,0.5,1.1,.409,4.5,8.7,.514,.526,1.9,3.1,.623,1.5,4.6,6.1,0.7,0.4,1.3,1.6,3.2,12.2
Christian Wood,C,25,HOU,17,17,31.2,8.8,15.7,.558,1.9,4.5,.421,6.9,11.2,.613,.618,2.6,3.8,.688,1.8,8.4,10.2,1.3,0.9,1.5,1.8,1.9,22.0
Robert Woodard,SF,21,SAC,6,0,2.8,1.0,1.8,.545,0.2,0.5,.333,0.8,1.3,.625,.591,0.0,0.3,.000,0.5,0.8,1.3,0.0,0.0,0.0,0.2,0.0,2.2
Delon Wright,SG,28,DET,28,23,29.4,3.7,8.1,.456,0.9,2.4,.353,2.9,5.7,.500,.509,2.2,2.8,.785,1.1,3.5,4.6,4.9,1.4,0.5,1.2,1.1,10.5
Thaddeus Young,PF,32,CHI,23,0,25.7,5.1,8.7,.587,0.2,0.9,.238,4.9,7.8,.628,.600,0.7,1.5,.500,2.4,3.4,5.8,4.4,1.4,0.5,2.0,2.9,11.2
Trae Young,PG,22,ATL,26,26,34.7,7.6,17.7,.429,2.3,6.2,.369,5.3,11.5,.462,.493,9.0,10.2,.887,0.7,3.2,3.8,9.3,0.8,0.3,4.3,2.0,26.5
Cody Zeller,C,28,CHO,15,12,24.1,4.2,8.0,.525,0.2,1.1,.188,4.0,6.9,.577,.538,1.5,1.9,.759,2.6,5.4,8.0,2.5,0.7,0.6,0.9,2.5,10.1
Ivica Zubac,C,23,LAC,30,1,19.5,3.2,4.7,.669,0.0,0.0,.000,3.2,4.7,.674,.669,2.0,2.4,.845,2.3,4.4,6.6,1.1,0.4,0.8,1.0,2.6,8.3
