date,region,cases,recovered,deceased,population,active,active_per_10k,deceased_per_million,suceptible,removed
2020-06-26,Potosí,589,40,17,901555,532,5.900915640199433,18.856309376577137,900966,57
2020-06-25,Potosí,588,40,17,901555,531,5.889823693507329,18.856309376577137,900967,57
2020-06-24,Potosí,576,40,15,901555,521,5.778904226586287,16.637920038156295,900979,55
2020-06-23,Potosí,560,35,15,901555,510,5.656892812973141,16.637920038156295,900995,50
2020-06-22,Potosí,546,35,13,901555,498,5.523789452667891,14.419530699735457,901009,48
2020-06-21,Potosí,428,35,13,901555,380,4.214939742999595,14.419530699735457,901127,48
2020-06-20,Potosí,424,35,13,901555,376,4.1705719562311785,14.419530699735457,901131,48
2020-06-19,Potosí,407,35,10,901555,362,4.015284702541719,11.091946692104198,901148,45
2020-06-18,Potosí,378,35,9,901555,334,3.704710195162802,9.982752022893777,901177,44
2020-06-17,Potosí,378,35,9,901555,334,3.704710195162802,9.982752022893777,901177,44
2020-06-16,Potosí,361,35,9,901555,317,3.516147101397031,9.982752022893777,901194,44
2020-06-15,Potosí,343,35,8,901555,300,3.3275840076312595,8.873557353683358,901212,43
2020-06-14,Potosí,331,34,8,901555,289,3.205572594018113,8.873557353683358,901224,42
2020-06-13,Potosí,295,34,8,901555,253,2.806262513102362,8.873557353683358,901260,42
2020-06-12,Potosí,274,31,8,901555,235,2.6066074726444866,8.873557353683358,901281,39
2020-06-11,Potosí,268,31,7,901555,230,2.5511477391839654,7.764362684472938,901287,38
2020-06-10,Potosí,205,31,6,901555,168,1.8634470442735052,6.655168015262519,901350,37
2020-06-09,Potosí,200,31,4,901555,165,1.8301712041971927,4.436778676841679,901355,35
2020-06-08,Potosí,183,31,3,901555,149,1.6527000571235255,3.3275840076312595,901372,34
2020-06-07,Potosí,183,31,3,901555,149,1.6527000571235255,3.3275840076312595,901372,34
2020-06-06,Potosí,171,31,3,901555,137,1.519596696818275,3.3275840076312595,901384,34
2020-06-05,Potosí,147,31,3,901555,113,1.2533899762077743,3.3275840076312595,901408,34
2020-06-04,Potosí,119,28,3,901555,88,0.9760913089051694,3.3275840076312595,901436,31
2020-06-03,Potosí,98,28,3,901555,67,0.7431604283709813,3.3275840076312595,901457,31
2020-06-02,Potosí,93,28,1,901555,64,0.7098845882946686,1.1091946692104198,901462,29
2020-06-01,Potosí,70,28,1,901555,41,0.4547698143762721,1.1091946692104198,901485,29
2020-05-31,Potosí,68,28,1,901555,39,0.4325859209920637,1.1091946692104198,901487,29
2020-05-30,Potosí,48,28,1,901555,19,0.21074698714997975,1.1091946692104198,901507,29
2020-05-29,Potosí,48,20,1,901555,27,0.29948256068681334,1.1091946692104198,901507,21
2020-05-28,Potosí,46,20,1,901555,25,0.27729866730260494,1.1091946692104198,901509,21
2020-05-27,Potosí,44,20,1,901555,23,0.25511477391839654,1.1091946692104198,901511,21
2020-05-26,Potosí,44,20,1,901555,23,0.25511477391839654,1.1091946692104198,901511,21
2020-05-25,Potosí,44,20,1,901555,23,0.25511477391839654,1.1091946692104198,901511,21
2020-05-24,Potosí,42,17,1,901555,24,0.26620672061050077,1.1091946692104198,901513,18
2020-05-23,Potosí,41,11,1,901555,29,0.32166645407102173,1.1091946692104198,901514,12
2020-05-22,Potosí,41,11,1,901555,29,0.32166645407102173,1.1091946692104198,901514,12
2020-05-21,Potosí,41,11,1,901555,29,0.32166645407102173,1.1091946692104198,901514,12
2020-05-20,Potosí,40,11,1,901555,28,0.31057450737891756,1.1091946692104198,901515,12
2020-05-19,Potosí,39,11,1,901555,27,0.29948256068681334,1.1091946692104198,901516,12
2020-05-18,Potosí,39,11,1,901555,27,0.29948256068681334,1.1091946692104198,901516,12
2020-05-17,Potosí,38,11,1,901555,26,0.28839061399470917,1.1091946692104198,901517,12
2020-05-16,Potosí,36,11,1,901555,24,0.26620672061050077,1.1091946692104198,901519,12
2020-05-15,Potosí,36,7,1,901555,28,0.31057450737891756,1.1091946692104198,901519,8
2020-05-14,Potosí,36,7,1,901555,28,0.31057450737891756,1.1091946692104198,901519,8
2020-05-13,Potosí,36,7,1,901555,28,0.31057450737891756,1.1091946692104198,901519,8
2020-05-12,Potosí,36,7,1,901555,28,0.31057450737891756,1.1091946692104198,901519,8
2020-05-11,Potosí,36,7,1,901555,28,0.31057450737891756,1.1091946692104198,901519,8
2020-05-10,Potosí,35,7,2,901555,26,0.28839061399470917,2.2183893384208395,901520,9
2020-05-09,Potosí,35,6,1,901555,28,0.31057450737891756,1.1091946692104198,901520,7
2020-05-08,Potosí,35,6,1,901555,28,0.31057450737891756,1.1091946692104198,901520,7
2020-05-07,Potosí,35,6,1,901555,28,0.31057450737891756,1.1091946692104198,901520,7
2020-05-06,Potosí,35,6,1,901555,28,0.31057450737891756,1.1091946692104198,901520,7
2020-05-05,Potosí,35,6,1,901555,28,0.31057450737891756,1.1091946692104198,901520,7
2020-05-04,Potosí,33,2,1,901555,30,0.3327584007631259,1.1091946692104198,901522,3
2020-05-03,Potosí,26,2,1,901555,23,0.25511477391839654,1.1091946692104198,901529,3
2020-05-02,Potosí,26,2,1,901555,23,0.25511477391839654,1.1091946692104198,901529,3
2020-05-01,Potosí,26,2,1,901555,23,0.25511477391839654,1.1091946692104198,901529,3
2020-04-30,Potosí,26,2,1,901555,23,0.25511477391839654,1.1091946692104198,901529,3
2020-04-29,Potosí,26,2,1,901555,23,0.25511477391839654,1.1091946692104198,901529,3
2020-04-28,Potosí,26,2,1,901555,23,0.25511477391839654,1.1091946692104198,901529,3
2020-04-27,Potosí,26,2,1,901555,23,0.25511477391839654,1.1091946692104198,901529,3
2020-04-26,Potosí,26,0,1,901555,25,0.27729866730260494,1.1091946692104198,901529,1
2020-04-25,Potosí,26,0,1,901555,25,0.27729866730260494,1.1091946692104198,901529,1
2020-04-24,Potosí,21,0,1,901555,20,0.22183893384208395,1.1091946692104198,901534,1
2020-04-23,Potosí,21,0,1,901555,20,0.22183893384208395,1.1091946692104198,901534,1
2020-04-22,Potosí,21,0,1,901555,20,0.22183893384208395,1.1091946692104198,901534,1
2020-04-21,Potosí,19,0,1,901555,18,0.19965504045787555,1.1091946692104198,901536,1
2020-04-20,Potosí,19,0,1,901555,18,0.19965504045787555,1.1091946692104198,901536,1
2020-04-19,Potosí,19,0,1,901555,18,0.19965504045787555,1.1091946692104198,901536,1
2020-04-18,Potosí,18,0,1,901555,17,0.18856309376577135,1.1091946692104198,901537,1
2020-04-17,Potosí,18,0,1,901555,17,0.18856309376577135,1.1091946692104198,901537,1
2020-04-16,Potosí,16,0,1,901555,15,0.16637920038156295,1.1091946692104198,901539,1
2020-04-15,Potosí,15,0,1,901555,14,0.15528725368945878,1.1091946692104198,901540,1
2020-04-14,Potosí,15,0,1,901555,14,0.15528725368945878,1.1091946692104198,901540,1
2020-04-13,Potosí,15,0,1,901555,14,0.15528725368945878,1.1091946692104198,901540,1
2020-04-12,Potosí,15,0,1,901555,14,0.15528725368945878,1.1091946692104198,901540,1
2020-04-11,Potosí,15,0,1,901555,14,0.15528725368945878,1.1091946692104198,901540,1
2020-04-10,Potosí,13,0,1,901555,12,0.13310336030525038,1.1091946692104198,901542,1
2020-04-09,Potosí,13,0,1,901555,12,0.13310336030525038,1.1091946692104198,901542,1
2020-04-08,Potosí,13,0,1,901555,12,0.13310336030525038,1.1091946692104198,901542,1
2020-04-07,Potosí,10,0,1,901555,9,0.09982752022893777,1.1091946692104198,901545,1
2020-04-06,Potosí,8,0,0,901555,8,0.08873557353683358,0.0,901547,0
2020-04-05,Potosí,5,0,0,901555,5,0.05545973346052099,0.0,901550,0
2020-04-04,Potosí,5,0,0,901555,5,0.05545973346052099,0.0,901550,0
2020-04-03,Potosí,5,0,0,901555,5,0.05545973346052099,0.0,901550,0
2020-04-02,Potosí,5,0,0,901555,5,0.05545973346052099,0.0,901550,0
2020-04-01,Potosí,4,0,0,901555,4,0.04436778676841679,0.0,901551,0
2020-03-31,Potosí,4,0,0,901555,4,0.04436778676841679,0.0,901551,0
2020-03-30,Potosí,3,0,0,901555,3,0.033275840076312596,0.0,901552,0
2020-03-29,Potosí,3,0,0,901555,3,0.033275840076312596,0.0,901552,0
2020-03-28,Potosí,3,0,0,901555,3,0.033275840076312596,0.0,901552,0
2020-03-27,Potosí,1,0,0,901555,1,0.011091946692104197,0.0,901554,0
2020-03-26,Potosí,1,0,0,901555,1,0.011091946692104197,0.0,901554,0
2020-03-25,Potosí,0,0,0,901555,0,0.0,0.0,901555,0
2020-03-24,Potosí,0,0,0,901555,0,0.0,0.0,901555,0
2020-03-23,Potosí,0,0,0,901555,0,0.0,0.0,901555,0
2020-03-22,Potosí,0,0,0,901555,0,0.0,0.0,901555,0
2020-03-21,Potosí,0,0,0,901555,0,0.0,0.0,901555,0
2020-07-20,Tarija,2561,159,69,583330,2333,39.99451425436717,118.28639020794405,580769,228
2020-07-19,Tarija,2483,137,63,583330,2283,39.13736649923714,108.00061714638369,580847,200
2020-07-18,Tarija,2347,107,62,583330,2178,37.337356213464076,106.28632163612363,580983,169
2020-07-17,Tarija,2028,78,56,583330,1894,32.46875696432551,96.00054857456328,581302,134
2020-07-16,Tarija,1873,49,54,583330,1770,30.343030531603038,92.57195755404317,581457,103
2020-07-15,Tarija,1743,49,52,583330,1642,28.148732278470163,89.14336653352305,581587,101
2020-07-14,Tarija,1660,49,49,583330,1562,26.777295870262115,84.00048000274288,581670,98
2020-07-13,Tarija,1533,49,47,583330,1437,24.634426482437043,80.57188898222276,581797,96
2020-07-12,Tarija,1501,49,46,583330,1406,24.102994874256424,78.8575934719627,581829,95
2020-07-11,Tarija,1501,39,44,583330,1418,24.308710335487632,75.42900245144259,581829,83
2020-07-10,Tarija,1454,36,41,583330,1377,23.60584917628101,70.28611592066241,581876,77
2020-07-09,Tarija,1284,36,39,583330,1209,20.72583271904411,66.85752490014228,582046,75
2020-07-08,Tarija,1214,36,34,583330,1144,19.61154063737507,58.28604734884199,582116,70
2020-07-07,Tarija,1069,35,31,583330,1003,17.194383967908387,53.143160818061816,582261,66
2020-07-06,Tarija,1039,34,30,583330,975,16.71438122503557,51.42886530780176,582291,64
2020-07-05,Tarija,971,33,28,583330,910,15.600089143366533,48.00027428728164,582359,61
2020-07-04,Tarija,916,33,25,583330,858,14.708655478031304,42.85738775650147,582414,58
2020-07-03,Tarija,830,31,23,583330,776,13.302933159618055,39.42879673598135,582500,54
2020-07-02,Tarija,764,31,22,583330,711,12.188641077949017,37.71450122572129,582566,53
2020-07-01,Tarija,709,31,17,583330,661,11.331493322818988,29.143023674420995,582621,48
2020-06-30,Tarija,652,31,15,583330,606,10.388630792175956,25.71443265390088,582678,46
2020-06-29,Tarija,596,30,15,583330,551,9.445768261532923,25.71443265390088,582734,45
2020-06-28,Tarija,537,30,13,583330,494,8.46861982068469,22.285841633380763,582793,43
2020-06-27,Tarija,514,30,11,583330,473,8.108617763530077,18.857250612860646,582816,41
2020-06-26,Tarija,432,28,10,583330,394,6.754324310424631,17.142955102600585,582898,38
2020-06-25,Tarija,393,28,10,583330,355,6.085749061423208,17.142955102600585,582937,38
2020-06-24,Tarija,331,27,8,583330,296,5.074314710369774,13.714364082080468,582999,35
2020-06-23,Tarija,299,22,8,583330,269,4.611454922599558,13.714364082080468,583031,30
2020-06-22,Tarija,275,20,8,583330,247,4.234309910342345,13.714364082080468,583055,28
2020-06-21,Tarija,246,16,8,583330,222,3.80573603277733,13.714364082080468,583084,24
2020-06-20,Tarija,239,16,8,583330,215,3.685735347059126,13.714364082080468,583091,24
2020-06-19,Tarija,206,14,7,583330,185,3.1714466939811086,12.00006857182041,583124,21
2020-06-18,Tarija,191,14,7,583330,170,2.9143023674420996,12.00006857182041,583139,21
2020-06-17,Tarija,175,12,7,583330,156,2.6743009960056914,12.00006857182041,583155,19
2020-06-16,Tarija,149,11,5,583330,133,2.280013028645878,8.571477551300292,583181,16
2020-06-15,Tarija,123,11,5,583330,107,1.8342961959782627,8.571477551300292,583207,16
2020-06-14,Tarija,112,11,5,583330,96,1.6457236898496563,8.571477551300292,583218,16
2020-06-13,Tarija,112,11,5,583330,96,1.6457236898496563,8.571477551300292,583218,16
2020-06-12,Tarija,87,10,5,583330,72,1.2342927673872421,8.571477551300292,583243,15
2020-06-11,Tarija,77,10,4,583330,63,1.080006171463837,6.857182041040234,583253,14
2020-06-10,Tarija,69,10,4,583330,55,0.9428625306430323,6.857182041040234,583261,14
2020-06-09,Tarija,68,10,4,583330,54,0.9257195755404316,6.857182041040234,583262,14
2020-06-08,Tarija,58,10,4,583330,44,0.7542900245144258,6.857182041040234,583272,14
2020-06-07,Tarija,58,10,4,583330,44,0.7542900245144258,6.857182041040234,583272,14
2020-06-06,Tarija,58,10,4,583330,44,0.7542900245144258,6.857182041040234,583272,14
2020-06-05,Tarija,49,7,4,583330,38,0.6514322938988223,6.857182041040234,583281,11
2020-06-04,Tarija,44,7,4,583330,33,0.5657175183858193,6.857182041040234,583286,11
2020-06-03,Tarija,40,7,4,583330,29,0.497145697975417,6.857182041040234,583290,11
2020-06-02,Tarija,37,7,4,583330,26,0.44571683266761525,6.857182041040234,583293,11
2020-06-01,Tarija,37,7,4,583330,26,0.44571683266761525,6.857182041040234,583293,11
2020-05-31,Tarija,32,7,3,583330,22,0.3771450122572129,5.142886530780176,583298,10
2020-05-30,Tarija,32,7,3,583330,22,0.3771450122572129,5.142886530780176,583298,10
2020-05-29,Tarija,24,7,3,583330,14,0.2400013714364082,5.142886530780176,583306,10
2020-05-28,Tarija,22,7,3,583330,12,0.20571546123120704,5.142886530780176,583308,10
2020-05-27,Tarija,19,7,3,583330,9,0.15428659592340527,5.142886530780176,583311,10
2020-05-26,Tarija,19,7,3,583330,9,0.15428659592340527,5.142886530780176,583311,10
2020-05-25,Tarija,19,7,2,583330,10,0.17142955102600585,3.428591020520117,583311,9
2020-05-24,Tarija,18,6,2,583330,10,0.17142955102600585,3.428591020520117,583312,8
2020-05-23,Tarija,18,6,2,583330,10,0.17142955102600585,3.428591020520117,583312,8
2020-05-22,Tarija,18,6,2,583330,10,0.17142955102600585,3.428591020520117,583312,8
2020-05-21,Tarija,17,4,2,583330,11,0.18857250612860646,3.428591020520117,583313,6
2020-05-20,Tarija,14,3,2,583330,9,0.15428659592340527,3.428591020520117,583316,5
2020-05-19,Tarija,13,3,2,583330,8,0.13714364082080469,3.428591020520117,583317,5
2020-05-18,Tarija,13,2,2,583330,9,0.15428659592340527,3.428591020520117,583317,4
2020-05-17,Tarija,13,2,1,583330,10,0.17142955102600585,1.7142955102600586,583317,3
2020-05-16,Tarija,13,2,1,583330,10,0.17142955102600585,1.7142955102600586,583317,3
2020-05-15,Tarija,13,2,1,583330,10,0.17142955102600585,1.7142955102600586,583317,3
2020-05-14,Tarija,13,2,1,583330,10,0.17142955102600585,1.7142955102600586,583317,3
2020-05-13,Tarija,13,2,1,583330,10,0.17142955102600585,1.7142955102600586,583317,3
2020-05-12,Tarija,13,2,1,583330,10,0.17142955102600585,1.7142955102600586,583317,3
2020-05-11,Tarija,10,2,1,583330,7,0.1200006857182041,1.7142955102600586,583320,3
2020-05-10,Tarija,10,2,1,583330,7,0.1200006857182041,1.7142955102600586,583320,3
2020-05-09,Tarija,10,2,1,583330,7,0.1200006857182041,1.7142955102600586,583320,3
2020-05-08,Tarija,9,0,1,583330,8,0.13714364082080469,1.7142955102600586,583321,1
2020-05-07,Tarija,6,0,1,583330,5,0.08571477551300292,1.7142955102600586,583324,1
2020-05-06,Tarija,6,0,1,583330,5,0.08571477551300292,1.7142955102600586,583324,1
2020-05-05,Tarija,6,0,1,583330,5,0.08571477551300292,1.7142955102600586,583324,1
2020-05-04,Tarija,4,0,1,583330,3,0.05142886530780176,1.7142955102600586,583326,1
2020-05-03,Tarija,3,0,0,583330,3,0.05142886530780176,0.0,583327,0
2020-05-02,Tarija,3,0,0,583330,3,0.05142886530780176,0.0,583327,0
2020-05-01,Tarija,3,0,0,583330,3,0.05142886530780176,0.0,583327,0
2020-04-30,Tarija,3,0,0,583330,3,0.05142886530780176,0.0,583327,0
2020-04-29,Tarija,3,0,0,583330,3,0.05142886530780176,0.0,583327,0
2020-04-28,Tarija,3,0,0,583330,3,0.05142886530780176,0.0,583327,0
2020-04-27,Tarija,3,0,0,583330,3,0.05142886530780176,0.0,583327,0
2020-04-26,Tarija,3,0,0,583330,3,0.05142886530780176,0.0,583327,0
2020-04-25,Tarija,3,0,0,583330,3,0.05142886530780176,0.0,583327,0
2020-04-24,Tarija,3,0,0,583330,3,0.05142886530780176,0.0,583327,0
2020-04-23,Tarija,3,0,0,583330,3,0.05142886530780176,0.0,583327,0
2020-04-22,Tarija,3,0,0,583330,3,0.05142886530780176,0.0,583327,0
2020-04-21,Tarija,3,0,0,583330,3,0.05142886530780176,0.0,583327,0
2020-04-20,Tarija,3,0,0,583330,3,0.05142886530780176,0.0,583327,0
2020-04-19,Tarija,3,0,0,583330,3,0.05142886530780176,0.0,583327,0
2020-04-18,Tarija,3,0,0,583330,3,0.05142886530780176,0.0,583327,0
2020-04-17,Tarija,3,0,0,583330,3,0.05142886530780176,0.0,583327,0
2020-04-16,Tarija,2,0,0,583330,2,0.03428591020520117,0.0,583328,0
2020-04-15,Tarija,2,0,0,583330,2,0.03428591020520117,0.0,583328,0
2020-04-14,Tarija,2,0,0,583330,2,0.03428591020520117,0.0,583328,0
2020-04-13,Tarija,2,0,0,583330,2,0.03428591020520117,0.0,583328,0
2020-04-12,Tarija,2,0,0,583330,2,0.03428591020520117,0.0,583328,0
2020-04-11,Tarija,1,0,0,583330,1,0.017142955102600586,0.0,583329,0
2020-04-10,Tarija,1,0,0,583330,1,0.017142955102600586,0.0,583329,0
2020-04-09,Tarija,1,0,0,583330,1,0.017142955102600586,0.0,583329,0
2020-04-08,Tarija,1,0,0,583330,1,0.017142955102600586,0.0,583329,0
2020-04-07,Tarija,1,0,0,583330,1,0.017142955102600586,0.0,583329,0
2020-04-06,Tarija,1,0,0,583330,1,0.017142955102600586,0.0,583329,0
2020-04-05,Tarija,1,0,0,583330,1,0.017142955102600586,0.0,583329,0
2020-04-04,Tarija,1,0,0,583330,1,0.017142955102600586,0.0,583329,0
2020-04-03,Tarija,1,0,0,583330,1,0.017142955102600586,0.0,583329,0
2020-04-02,Tarija,1,0,0,583330,1,0.017142955102600586,0.0,583329,0
2020-04-01,Tarija,1,0,0,583330,1,0.017142955102600586,0.0,583329,0
2020-03-31,Tarija,1,0,0,583330,1,0.017142955102600586,0.0,583329,0
2020-03-30,Tarija,1,0,0,583330,1,0.017142955102600586,0.0,583329,0
2020-03-29,Tarija,0,0,0,583330,0,0.0,0.0,583330,0
2020-03-28,Tarija,0,0,0,583330,0,0.0,0.0,583330,0
2020-03-27,Tarija,0,0,0,583330,0,0.0,0.0,583330,0
2020-03-26,Tarija,0,0,0,583330,0,0.0,0.0,583330,0
2020-03-25,Tarija,0,0,0,583330,0,0.0,0.0,583330,0
2020-03-24,Tarija,0,0,0,583330,0,0.0,0.0,583330,0
2020-03-23,Tarija,0,0,0,583330,0,0.0,0.0,583330,0
2020-03-22,Tarija,0,0,0,583330,0,0.0,0.0,583330,0
2020-03-21,Tarija,0,0,0,583330,0,0.0,0.0,583330,0
2020-07-20,Chuquisaca,1637,116,77,637013,1444,22.668297193306888,120.87665400863091,635376,193
2020-07-19,Chuquisaca,1605,114,73,637013,1418,22.260142257693328,114.59734730688385,635408,187
2020-07-18,Chuquisaca,1588,97,68,637013,1423,22.338633591465165,106.74821392970003,635425,165
2020-07-17,Chuquisaca,1536,94,63,637013,1379,21.64790985427299,98.8990805525162,635477,157
2020-07-16,Chuquisaca,1490,68,61,637013,1361,21.365341052694372,95.75942720164267,635523,129
2020-07-15,Chuquisaca,1422,59,60,637013,1303,20.45484158094105,94.18960052620591,635591,119
2020-07-14,Chuquisaca,1374,59,60,637013,1255,19.7013247767314,94.18960052620591,635639,119
2020-07-13,Chuquisaca,1332,53,60,637013,1219,19.136187173574164,94.18960052620591,635681,113
2020-07-12,Chuquisaca,1332,53,60,637013,1219,19.136187173574164,94.18960052620591,635681,113
2020-07-11,Chuquisaca,1298,51,58,637013,1189,18.665239170943135,91.04994717533238,635715,109
2020-07-10,Chuquisaca,1165,44,56,637013,1065,16.718654093401547,87.91029382445885,635848,100
2020-07-09,Chuquisaca,1162,44,52,637013,1066,16.734352360155913,81.63098712271179,635851,96
2020-07-08,Chuquisaca,1099,44,50,637013,1005,15.776758088139488,78.49133377183826,635914,94
2020-07-07,Chuquisaca,1068,32,50,637013,986,15.478491019806503,78.49133377183826,635945,82
2020-07-06,Chuquisaca,1000,32,46,637013,922,14.473801947526974,72.2120270700912,636013,78
2020-07-05,Chuquisaca,967,32,45,637013,890,13.971457411387208,70.64220039465442,636046,77
2020-07-04,Chuquisaca,917,28,44,637013,845,13.265035407440665,69.07237371921767,636096,72
2020-07-03,Chuquisaca,852,28,43,637013,781,12.260346335161135,67.5025470437809,636161,71
2020-07-02,Chuquisaca,811,28,38,637013,745,11.6952087320039,59.65341366659707,636202,66
2020-07-01,Chuquisaca,766,23,37,637013,706,11.08297632858356,58.0835869911603,636247,60
2020-06-30,Chuquisaca,707,23,35,637013,649,10.188175123584605,54.94393364028677,636306,58
2020-06-29,Chuquisaca,644,23,32,637013,589,9.246279118322546,50.234453613976484,636369,55
2020-06-28,Chuquisaca,637,23,31,637013,583,9.15208951779634,48.66462693853972,636376,54
2020-06-27,Chuquisaca,578,23,30,637013,525,8.241590046043017,47.094800263102954,636435,53
2020-06-26,Chuquisaca,524,23,29,637013,472,7.409581908061531,45.52497358766619,636489,52
2020-06-25,Chuquisaca,470,22,29,637013,419,6.577573770080045,45.52497358766619,636543,51
2020-06-24,Chuquisaca,422,22,26,637013,374,5.871151766133501,40.81549356135589,636591,48
2020-06-23,Chuquisaca,382,21,22,637013,339,5.321712429730633,34.53618685960883,636631,43
2020-06-22,Chuquisaca,301,21,21,637013,259,4.065851089381222,32.96636018417207,636712,42
2020-06-21,Chuquisaca,301,19,21,637013,261,4.097247622889957,32.96636018417207,636712,40
2020-06-20,Chuquisaca,253,16,15,637013,222,3.4850152194696182,23.547400131551477,636760,31
2020-06-19,Chuquisaca,196,16,14,637013,166,2.60591228122503,21.977573456114712,636817,30
2020-06-18,Chuquisaca,185,16,11,637013,158,2.480326147190089,17.268093429804416,636828,27
2020-06-17,Chuquisaca,134,15,9,637013,110,1.7268093429804414,14.128440078930884,636879,24
2020-06-16,Chuquisaca,129,15,8,637013,106,1.6640162759629709,12.558613403494121,636884,23
2020-06-15,Chuquisaca,117,15,6,637013,96,1.5070336084192943,9.41896005262059,636896,21
2020-06-14,Chuquisaca,102,15,4,637013,83,1.302956140612515,6.2793067017470605,636911,19
2020-06-13,Chuquisaca,100,15,3,637013,82,1.2872578738581473,4.709480026310295,636913,18
2020-06-12,Chuquisaca,85,15,3,637013,67,1.0517838725426325,4.709480026310295,636928,18
2020-06-11,Chuquisaca,74,15,3,637013,56,0.8791029382445884,4.709480026310295,636939,18
2020-06-10,Chuquisaca,61,14,3,637013,44,0.6907237371921766,4.709480026310295,636952,17
2020-06-09,Chuquisaca,43,14,2,637013,27,0.42385320236792656,3.1396533508735303,636970,16
2020-06-08,Chuquisaca,39,14,2,637013,23,0.36106013535045595,3.1396533508735303,636974,16
2020-06-07,Chuquisaca,39,14,2,637013,23,0.36106013535045595,3.1396533508735303,636974,16
2020-06-06,Chuquisaca,39,14,2,637013,23,0.36106013535045595,3.1396533508735303,636974,16
2020-06-05,Chuquisaca,38,14,2,637013,22,0.3453618685960883,3.1396533508735303,636975,16
2020-06-04,Chuquisaca,32,14,2,637013,16,0.2511722680698824,3.1396533508735303,636981,16
2020-06-03,Chuquisaca,31,14,2,637013,15,0.23547400131551474,3.1396533508735303,636982,16
2020-06-02,Chuquisaca,29,14,2,637013,13,0.20407746780677946,3.1396533508735303,636984,16
2020-06-01,Chuquisaca,28,14,2,637013,12,0.1883792010524118,3.1396533508735303,636985,16
2020-05-31,Chuquisaca,26,14,2,637013,10,0.1569826675436765,3.1396533508735303,636987,16
2020-05-30,Chuquisaca,25,12,2,637013,11,0.17268093429804415,3.1396533508735303,636988,14
2020-05-29,Chuquisaca,25,11,2,637013,12,0.1883792010524118,3.1396533508735303,636988,13
2020-05-28,Chuquisaca,25,11,2,637013,12,0.1883792010524118,3.1396533508735303,636988,13
2020-05-27,Chuquisaca,25,11,2,637013,12,0.1883792010524118,3.1396533508735303,636988,13
2020-05-26,Chuquisaca,22,11,2,637013,9,0.14128440078930884,3.1396533508735303,636991,13
2020-05-25,Chuquisaca,22,11,2,637013,9,0.14128440078930884,3.1396533508735303,636991,13
2020-05-24,Chuquisaca,21,11,2,637013,8,0.1255861340349412,3.1396533508735303,636992,13
2020-05-23,Chuquisaca,21,11,2,637013,8,0.1255861340349412,3.1396533508735303,636992,13
2020-05-22,Chuquisaca,19,11,2,637013,6,0.0941896005262059,3.1396533508735303,636994,13
2020-05-21,Chuquisaca,19,4,2,637013,13,0.20407746780677946,3.1396533508735303,636994,6
2020-05-20,Chuquisaca,19,4,2,637013,13,0.20407746780677946,3.1396533508735303,636994,6
2020-05-19,Chuquisaca,17,1,2,637013,14,0.2197757345611471,3.1396533508735303,636996,3
